location_id,borough,zone,day_type,request_hour,n,calendar_occurrences,requests_per_occurrence,over_10_count,over_10_per_occurrence,median_wait_min,p90_wait_min,share_over_10,city_median_wait_min,city_p90_wait_min,city_share_over_10,median_excess_min,supply_metric_requests,prior_hour_dropoffs,supply_hours_observed,local_pressure,is_airport,impact_rank
80,Brooklyn,East Williamsburg,Weekend,2,4072,8,509.0,744,93.0,5.933333333333334,12.516666666666667,0.18271119842829076,4.666666666666667,10.383333333333333,0.11081332529840253,1.2666666666666666,4072,3933,8,1.03534197813374,false,29
157,Queens,Maspeth,Weekend,4,2348,8,293.5,727,90.875,7.35,15.349999999999998,0.3096252129471891,5.366666666666666,12.066666666666666,0.1614305787534134,1.9833333333333334,2348,881,8,2.6651532349602722,false,30
39,Brooklyn,Canarsie,Weekday,7,7999,22,363.59090909090907,1982,90.0909090909091,6.9,14.3,0.2477809726215777,4.716666666666667,10.916666666666666,0.12505400636974198,2.1833333333333336,7999,3137,22,2.5498884284348105,false,31
249,Manhattan,West Village,Weekend,0,5260,8,657.5,717,89.625,5.308333333333334,10.985000000000005,0.13631178707224334,4.833333333333333,10.8,0.12398178784175715,0.47500000000000053,5260,4051,8,1.2984448284374228,false,32
76,Brooklyn,East New York,Weekend,23,3013,8,376.625,705,88.125,6.3,14.063333333333336,0.23398606040491204,5.283333333333333,12.25,0.1677525269003699,1.0166666666666666,3013,3208,8,0.939214463840399,false,33
255,Brooklyn,Williamsburg (North Side),Weekend,2,4731,8,591.375,701,87.625,5.683333333333334,11.433333333333334,0.1481716339040372,4.666666666666667,10.383333333333333,0.11081332529840253,1.0166666666666666,4731,3189,8,1.4835371589840076,false,34
256,Brooklyn,Williamsburg (South Side),Weekend,0,4711,8,588.875,697,87.125,5.133333333333334,11.583333333333334,0.14795160263213755,4.833333333333333,10.8,0.12398178784175715,0.3000000000000007,4711,4743,8,0.9932532152646004,false,35
161,Manhattan,Midtown Center,Weekday,22,15825,22,719.3181818181819,1914,87.0,4.75,10.716666666666667,0.1209478672985782,4.316666666666666,10.283333333333333,0.10747069193979303,0.43333333333333357,15825,4527,22,3.4956925115970843,false,36
61,Brooklyn,Crown Heights North,Weekday,7,8113,22,368.77272727272725,1908,86.72727272727273,6.566666666666666,14.316666666666666,0.23517810920744484,4.716666666666667,10.916666666666666,0.12505400636974198,1.8499999999999996,8113,3993,22,2.0318056599048333,false,37
256,Brooklyn,Williamsburg (South Side),Weekend,23,3589,8,448.625,691,86.375,6.0,12.366666666666667,0.1925327389244915,5.283333333333333,12.25,0.1677525269003699,0.7166666666666668,3589,3690,8,0.9726287262872628,false,38
112,Brooklyn,Greenpoint,Weekend,23,3623,8,452.875,677,84.625,5.933333333333334,12.513333333333337,0.18686171680927408,5.283333333333333,12.25,0.1677525269003699,0.6500000000000004,3623,4257,8,0.8510688278130139,false,39
61,Brooklyn,Crown Heights North,Weekend,13,3993,8,499.125,673,84.125,5.55,12.530000000000003,0.1685449536689206,4.383333333333334,9.633333333333333,0.0903739910730274,1.166666666666666,3993,3550,8,1.1247887323943662,false,40
92,Queens,Flushing,Weekend,21,2270,8,283.75,662,82.75,7.333333333333333,15.416666666666666,0.2916299559471366,4.5,10.683333333333334,0.11742836553102828,2.833333333333333,2270,1767,8,1.284663271080928,false,41
61,Brooklyn,Crown Heights North,Weekend,12,3931,8,491.375,656,82.0,5.466666666666667,12.633333333333333,0.16687865683032307,4.2,9.216666666666667,0.07988908812951469,1.2666666666666666,3931,3460,8,1.1361271676300577,false,42
157,Queens,Maspeth,Weekend,3,2203,8,275.375,649,81.125,7.516666666666667,14.03,0.29459827507943714,5.016666666666667,11.416666666666666,0.14056691137983332,2.5,2203,1322,8,1.6664145234493193,false,43
164,Manhattan,Midtown South,Weekend,0,4157,8,519.625,649,81.125,5.55,11.756666666666668,0.15612220351214817,4.833333333333333,10.8,0.12398178784175715,0.7166666666666668,4157,3529,8,1.1779540946443752,false,44
61,Brooklyn,Crown Heights North,Weekend,14,4361,8,545.125,638,79.75,5.4,11.816666666666666,0.14629672093556523,4.416666666666667,9.75,0.09279814435838042,0.9833333333333334,4361,3789,8,1.1509633148588019,false,45
130,Queens,Jamaica,Weekend,23,2489,8,311.125,628,78.5,6.983333333333333,14.166666666666664,0.25231016472478907,5.283333333333333,12.25,0.1677525269003699,1.7000000000000002,2489,1872,8,1.329594017094017,false,46
76,Brooklyn,East New York,Weekend,20,3664,8,458.0,625,78.125,5.583333333333333,12.283333333333333,0.17057860262008734,4.366666666666666,10.183333333333334,0.10420757738252621,1.2166666666666668,3664,3403,8,1.0766970320305613,false,47
80,Brooklyn,East Williamsburg,Weekend,23,3657,8,457.125,617,77.125,5.5,11.956666666666667,0.16871752802843862,5.283333333333333,12.25,0.1677525269003699,0.21666666666666679,3657,3528,8,1.03656462585034,false,48
76,Brooklyn,East New York,Weekend,21,3487,8,435.875,607,75.875,5.8,12.440000000000001,0.17407513622024662,4.5,10.683333333333334,0.11742836553102828,1.2999999999999998,3487,3556,8,0.9805961754780652,false,49
61,Brooklyn,Crown Heights North,Weekday,8,9281,22,421.8636363636364,1662,75.54545454545455,5.783333333333333,12.483333333333333,0.17907553065402435,4.25,9.266666666666667,0.08061026270069631,1.5333333333333332,9281,6573,22,1.4119884375475429,false,50
34,Brooklyn,Brooklyn Navy Yard,Weekend,3,1553,8,194.125,597,74.625,8.366666666666667,17.71333333333333,0.3844172569220863,5.016666666666667,11.416666666666666,0.14056691137983332,3.3500000000000005,1553,144,8,10.784722222222221,false,51
112,Brooklyn,Greenpoint,Weekend,0,4841,8,605.125,596,74.5,4.95,10.916666666666666,0.12311505887213385,4.833333333333333,10.8,0.12398178784175715,0.11666666666666714,4841,5567,8,0.8695886473863841,false,52
42,Manhattan,Central Harlem North,Weekday,7,8538,22,388.09090909090907,1602,72.81818181818181,5.783333333333333,12.8,0.1876317638791286,4.716666666666667,10.916666666666666,0.12505400636974198,1.0666666666666664,8538,2593,22,3.2927111453914386,false,53
80,Brooklyn,East Williamsburg,Weekend,22,3921,8,490.125,555,69.375,5.116666666666666,11.416666666666666,0.14154552410099464,4.966666666666667,11.65,0.14563746000492248,0.14999999999999947,3921,3488,8,1.1241399082568808,false,54
92,Queens,Flushing,Weekend,22,2084,8,260.5,544,68.0,7.1,14.980000000000004,0.26103646833013433,4.966666666666667,11.65,0.14563746000492248,2.133333333333333,2084,1520,8,1.3710526315789473,false,55
35,Brooklyn,Brownsville,Weekday,7,5375,22,244.3181818181818,1456,66.18181818181819,7.25,15.016666666666667,0.27088372093023255,4.716666666666667,10.916666666666666,0.12505400636974198,2.533333333333333,5375,2294,22,2.34306887532694,false,56
205,Queens,Saint Albans,Weekday,7,4540,22,206.36363636363637,1454,66.0909090909091,7.8,16.033333333333335,0.32026431718061676,4.716666666666667,10.916666666666666,0.12505400636974198,3.083333333333333,4540,1528,22,2.9712041884816753,false,57
255,Brooklyn,Williamsburg (North Side),Weekend,3,3288,8,411.0,527,65.875,5.9,11.916666666666664,0.16027980535279807,5.016666666666667,11.416666666666666,0.14056691137983332,0.8833333333333337,3288,2178,8,1.5096418732782368,false,58
230,Manhattan,Times Sq/Theatre District,Weekend,16,3312,8,414.0,523,65.375,4.6,12.631666666666668,0.15791062801932368,4.016666666666667,9.066666666666666,0.07574087796968718,0.583333333333333,3312,2753,8,1.2030512168543408,false,59
61,Brooklyn,Crown Heights North,Weekend,19,4859,8,607.375,523,65.375,4.55,10.319999999999997,0.10763531590862317,4.3,10.0,0.09964006490632837,0.25,4859,4695,8,1.0349307774227903,false,60
61,Brooklyn,Crown Heights North,Weekend,20,4988,8,623.5,521,65.125,4.55,10.088333333333336,0.10445068163592622,4.366666666666666,10.183333333333334,0.10420757738252621,0.18333333333333357,4988,4888,8,1.0204582651391163,false,61
213,Bronx,Soundview/Castle Hill,Weekday,7,5270,22,239.54545454545453,1432,65.0909090909091,7.066666666666666,15.066666666666666,0.2717267552182163,4.716666666666667,10.916666666666666,0.12505400636974198,2.3499999999999996,5270,2711,22,1.9439321283659166,false,62
76,Brooklyn,East New York,Weekend,19,3598,8,449.75,516,64.5,5.0,11.726666666666674,0.1434130072262368,4.3,10.0,0.09964006490632837,0.7000000000000002,3598,3426,8,1.0502043199065967,false,63
129,Queens,Jackson Heights,Weekend,4,2087,8,260.875,503,62.875,6.65,14.833333333333336,0.24101581217057977,5.366666666666666,12.066666666666666,0.1614305787534134,1.283333333333334,2087,1590,8,1.3125786163522013,false,64
61,Brooklyn,Crown Heights North,Weekday,6,6084,22,276.54545454545456,1379,62.68181818181818,6.166666666666667,14.133333333333333,0.22666009204470744,4.416666666666667,10.1,0.10244755526542718,1.75,6084,1944,22,3.1296296296296298,false,65
82,Queens,Elmhurst,Weekend,20,2934,8,366.75,500,62.5,5.95,12.266666666666667,0.17041581458759372,4.366666666666666,10.183333333333334,0.10420757738252621,1.583333333333334,2934,2106,8,1.393162393162393,false,66
42,Manhattan,Central Harlem North,Weekend,23,2544,8,318.0,499,62.375,5.65,13.078333333333338,0.19614779874213836,5.283333333333333,12.25,0.1677525269003699,0.36666666666666714,2544,2970,8,0.8565656565656565,false,67
114,Manhattan,Greenwich Village South,Weekend,2,3042,8,380.25,499,62.375,5.55,11.798333333333336,0.16403681788297172,4.666666666666667,10.383333333333333,0.11081332529840253,0.8833333333333329,3042,1602,8,1.898876404494382,false,68
82,Queens,Elmhurst,Weekend,22,2579,8,322.375,498,62.25,5.883333333333334,12.503333333333337,0.19309810003877473,4.966666666666667,11.65,0.14563746000492248,0.916666666666667,2579,2057,8,1.25376762275158,false,69
256,Brooklyn,Williamsburg (South Side),Weekend,22,3991,8,498.875,494,61.75,5.033333333333333,10.933333333333334,0.1237785016286645,4.966666666666667,11.65,0.14563746000492248,0.06666666666666643,3991,3731,8,1.0696864111498259,false,70
61,Brooklyn,Crown Heights North,Weekend,15,4613,8,576.625,493,61.625,4.683333333333334,10.283333333333333,0.10687188380663343,4.15,9.133333333333333,0.07782127108393573,0.5333333333333332,4613,4109,8,1.122657580919932,false,71
91,Brooklyn,Flatlands,Weekday,7,5289,22,240.4090909090909,1338,60.81818181818182,6.916666666666667,14.833333333333334,0.25297787861599547,4.716666666666667,10.916666666666666,0.12505400636974198,2.2,5289,1232,22,4.29301948051948,false,72
61,Brooklyn,Crown Heights North,Weekend,11,3885,8,485.625,486,60.75,4.916666666666667,10.833333333333334,0.1250965250965251,3.966666666666667,8.633333333333333,0.06619892665727876,0.9500000000000002,3885,3344,8,1.1617822966507176,false,73
234,Manhattan,Union Sq,Weekend,0,3917,8,489.625,484,60.5,5.166666666666667,10.780000000000005,0.12356395200408476,4.833333333333333,10.8,0.12398178784175715,0.3333333333333339,3917,2827,8,1.3855677396533428,false,74
130,Queens,Jamaica,Weekend,22,2554,8,319.25,482,60.25,6.033333333333333,12.95,0.18872357086922475,4.966666666666667,11.65,0.14563746000492248,1.0666666666666664,2554,1895,8,1.3477572559366755,false,75
42,Manhattan,Central Harlem North,Weekend,22,2668,8,333.5,481,60.125,5.366666666666666,12.716666666666669,0.1802848575712144,4.966666666666667,11.65,0.14563746000492248,0.39999999999999947,2668,2910,8,0.9168384879725086,false,76
97,Brooklyn,Fort Greene,Weekend,23,2762,8,345.25,480,60.0,5.775,12.533333333333333,0.17378711078928313,5.283333333333333,12.25,0.1677525269003699,0.49166666666666714,2762,2156,8,1.2810760667903525,false,77
82,Queens,Elmhurst,Weekend,21,2819,8,352.375,478,59.75,5.5,12.446666666666685,0.16956367506207876,4.5,10.683333333333334,0.11742836553102828,1.0,2819,2214,8,1.2732610659439927,false,78
127,Manhattan,Inwood,Weekend,4,1570,8,196.25,475,59.375,7.508333333333333,14.918333333333337,0.30254777070063693,5.366666666666666,12.066666666666666,0.1614305787534134,2.1416666666666666,1570,615,8,2.5528455284552845,false,79
80,Brooklyn,East Williamsburg,Weekend,4,2081,8,260.125,472,59.0,6.216666666666667,13.7,0.2268140317155214,5.366666666666666,12.066666666666666,0.1614305787534134,0.8500000000000005,2081,2099,8,0.9914244878513578,false,80
225,Brooklyn,Stuyvesant Heights,Weekday,7,5260,22,239.0909090909091,1294,58.81818181818182,6.716666666666667,14.266666666666667,0.24600760456273765,4.716666666666667,10.916666666666666,0.12505400636974198,2.0,5260,1667,22,3.155368926214757,false,81
127,Manhattan,Inwood,Weekend,3,1700,8,212.5,470,58.75,7.2,15.106666666666674,0.27647058823529413,5.016666666666667,11.416666666666666,0.14056691137983332,2.1833333333333336,1700,1099,8,1.5468607825295724,false,82
68,Manhattan,East Chelsea,Weekday,22,10553,22,479.6818181818182,1275,57.95454545454545,4.716666666666667,10.766666666666666,0.12081872453330807,4.316666666666666,10.283333333333333,0.10747069193979303,0.40000000000000036,10553,7254,22,1.4547835676867935,false,83
39,Brooklyn,Canarsie,Weekend,22,2013,8,251.625,462,57.75,6.216666666666667,14.499999999999996,0.22950819672131148,4.966666666666667,11.65,0.14563746000492248,1.25,2013,2374,8,0.8479359730412805,false,84
256,Brooklyn,Williamsburg (South Side),Weekend,2,3409,8,426.125,456,57.0,5.183333333333334,11.116666666666667,0.1337635670284541,4.666666666666667,10.383333333333333,0.11081332529840253,0.5166666666666666,3409,3527,8,0.9665438049333711,false,85
230,Manhattan,Times Sq/Theatre District,Weekend,0,3457,8,432.125,456,57.0,5.116666666666666,11.083333333333334,0.13190627711888922,4.833333333333333,10.8,0.12398178784175715,0.2833333333333332,3457,2780,8,1.243525179856115,false,86
42,Manhattan,Central Harlem North,Weekend,21,2723,8,340.375,454,56.75,5.266666666666667,12.14666666666667,0.1667278736687477,4.5,10.683333333333334,0.11742836553102828,0.7666666666666666,2723,2803,8,0.9714591509097396,false,87
37,Brooklyn,Bushwick South,Weekend,13,3045,8,380.625,454,56.75,5.166666666666667,11.736666666666665,0.14909688013136288,4.383333333333334,9.633333333333333,0.0903739910730274,0.7833333333333332,3045,2478,8,1.228813559322034,false,88
82,Queens,Elmhurst,Weekend,19,2927,8,365.875,452,56.5,5.5,12.206666666666667,0.1544243252476939,4.3,10.0,0.09964006490632837,1.2000000000000002,2927,2259,8,1.2957060646303675,false,89
144,Manhattan,Little Italy/NoLiTa,Weekend,0,3238,8,404.75,452,56.5,5.516666666666667,11.2,0.13959234095120446,4.833333333333333,10.8,0.12398178784175715,0.6833333333333336,3238,2733,8,1.1847786315404318,false,90
61,Brooklyn,Crown Heights North,Weekend,18,4682,8,585.25,446,55.75,4.383333333333334,9.816666666666666,0.09525843656557027,4.066666666666666,9.2,0.07939565130134463,0.3166666666666673,4682,4619,8,1.0136393158692358,false,91
72,Brooklyn,East Flatbush/Remsen Village,Weekday,7,4641,22,210.95454545454547,1226,55.72727272727273,7.183333333333334,14.533333333333333,0.26416720534367594,4.716666666666667,10.916666666666666,0.12505400636974198,2.466666666666667,4641,1967,22,2.3594306049822062,false,92
37,Brooklyn,Bushwick South,Weekday,7,5430,22,246.8181818181818,1226,55.72727272727273,6.3,14.15,0.22578268876611418,4.716666666666667,10.916666666666666,0.12505400636974198,1.583333333333333,5430,2172,22,2.5,false,93
42,Manhattan,Central Harlem North,Weekend,14,2773,8,346.625,444,55.5,5.383333333333334,12.133333333333333,0.16011539848539488,4.416666666666667,9.75,0.09279814435838042,0.9666666666666668,2773,2096,8,1.3229961832061068,false,94
188,Brooklyn,Prospect-Lefferts Gardens,Weekday,7,5492,22,249.63636363636363,1210,55.0,6.35,13.916666666666666,0.22032046613255646,4.716666666666667,10.916666666666666,0.12505400636974198,1.6333333333333329,5492,2742,22,2.0029175784099196,false,95
92,Queens,Flushing,Weekend,19,2270,8,283.75,436,54.5,5.691666666666666,12.85,0.1920704845814978,4.3,10.0,0.09964006490632837,1.3916666666666666,2270,1797,8,1.263216471897607,false,96
130,Queens,Jamaica,Weekend,0,2436,8,304.5,435,54.375,6.05,12.258333333333333,0.17857142857142858,4.833333333333333,10.8,0.12398178784175715,1.2166666666666668,2436,1934,8,1.2595656670113753,false,97
168,Bronx,Mott Haven/Port Morris,Weekend,22,2074,8,259.25,434,54.25,5.65,13.173333333333334,0.20925747348119575,4.966666666666667,11.65,0.14563746000492248,0.6833333333333336,2074,2366,8,0.8765849535080305,false,98
35,Brooklyn,Brownsville,Weekend,14,2105,8,263.125,433,54.125,6.283333333333333,13.466666666666667,0.20570071258907363,4.416666666666667,9.75,0.09279814435838042,1.8666666666666663,2105,1572,8,1.339058524173028,false,99
42,Manhattan,Central Harlem North,Weekend,20,2678,8,334.75,433,54.125,5.275,12.248333333333342,0.16168782673637042,4.366666666666666,10.183333333333334,0.10420757738252621,0.9083333333333341,2678,2621,8,1.0217474246470812,false,100
