location_id,borough,zone,day_type,request_hour,n,calendar_occurrences,requests_per_occurrence,over_10_count,over_10_per_occurrence,median_wait_min,p90_wait_min,share_over_10,city_median_wait_min,city_p90_wait_min,city_share_over_10,median_excess_min,supply_metric_requests,prior_hour_dropoffs,supply_hours_observed,local_pressure,is_airport,severity_rank
64,Queens,Douglaston,Weekday,3,101,22,4.590909090909091,39,1.7727272727272727,8.633333333333333,17.716666666666665,0.38613861386138615,4.666666666666667,10.816666666666666,0.12186100419248215,3.966666666666666,101,85,22,1.188235294117647,false,46
23,Staten Island,Bloomfield/Emerson Hill,Weekend,2,122,8,15.25,47,5.875,8.216666666666667,16.246666666666666,0.38524590163934425,4.666666666666667,10.383333333333333,0.11081332529840253,3.55,122,269,8,0.45353159851301117,false,47
34,Brooklyn,Brooklyn Navy Yard,Weekend,3,1553,8,194.125,597,74.625,8.366666666666667,17.71333333333333,0.3844172569220863,5.016666666666667,11.416666666666666,0.14056691137983332,3.3500000000000005,1553,144,8,10.784722222222221,false,48
118,Staten Island,Heartland Village/Todt Hill,Weekend,23,237,8,29.625,91,11.375,8.783333333333333,16.483333333333334,0.38396624472573837,5.283333333333333,12.25,0.1677525269003699,3.5,237,178,8,1.3314606741573034,false,49
206,Staten Island,Saint George/New Brighton,Weekend,3,230,8,28.75,88,11.0,8.45,18.545,0.3826086956521739,5.016666666666667,11.416666666666666,0.14056691137983332,3.4333333333333327,230,232,8,0.9913793103448276,false,50
206,Staten Island,Saint George/New Brighton,Weekend,2,265,8,33.125,101,12.625,8.316666666666666,16.549999999999997,0.38113207547169814,4.666666666666667,10.383333333333333,0.11081332529840253,3.6499999999999995,265,350,8,0.7571428571428571,false,51
117,Queens,Hammels/Arverne,Weekday,6,1210,22,55.0,461,20.954545454545453,8.291666666666668,17.403333333333336,0.38099173553719007,4.416666666666667,10.1,0.10244755526542718,3.875000000000001,1210,198,22,6.111111111111111,false,52
214,Staten Island,South Beach/Dongan Hills,Weekend,0,163,8,20.375,62,7.75,8.216666666666667,18.900000000000002,0.3803680981595092,4.833333333333333,10.8,0.12398178784175715,3.3833333333333337,163,191,8,0.8534031413612565,false,53
64,Queens,Douglaston,Weekend,22,177,8,22.125,67,8.375,8.85,16.706666666666667,0.3785310734463277,4.966666666666667,11.65,0.14563746000492248,3.883333333333333,177,124,8,1.4274193548387097,false,54
6,Staten Island,Arrochar/Fort Wadsworth,Weekend,23,112,8,14.0,42,5.25,7.633333333333333,17.055,0.375,5.283333333333333,12.25,0.1677525269003699,2.3499999999999996,112,136,8,0.8235294117647058,false,55
109,Staten Island,Great Kills,Weekend,23,142,8,17.75,53,6.625,7.683333333333334,16.428333333333335,0.3732394366197183,5.283333333333333,12.25,0.1677525269003699,2.4000000000000004,142,167,8,0.8502994011976048,false,56
86,Queens,Far Rockaway,Weekday,5,831,22,37.77272727272727,309,14.045454545454545,7.85,17.283333333333335,0.37184115523465705,4.733333333333333,10.55,0.11488716657294443,3.1166666666666663,831,251,22,3.310756972111554,false,57
64,Queens,Douglaston,Weekend,21,183,8,22.875,68,8.5,7.85,17.426666666666677,0.37158469945355194,4.5,10.683333333333334,0.11742836553102828,3.3499999999999996,183,125,8,1.464,false,58
46,Bronx,City Island,Weekday,21,245,22,11.136363636363637,91,4.136363636363637,8.55,16.773333333333333,0.37142857142857144,4.0,9.65,0.09069898848801876,4.550000000000001,245,273,22,0.8974358974358975,false,59
23,Staten Island,Bloomfield/Emerson Hill,Weekday,5,567,22,25.772727272727273,210,9.545454545454545,7.666666666666667,17.35666666666667,0.37037037037037035,4.733333333333333,10.55,0.11488716657294443,2.9333333333333336,567,159,22,3.5660377358490565,false,60
203,Queens,Rosedale,Weekend,23,411,8,51.375,152,19.0,8.166666666666666,15.733333333333333,0.36982968369829683,5.283333333333333,12.25,0.1677525269003699,2.883333333333333,411,412,8,0.9975728155339806,false,61
117,Queens,Hammels/Arverne,Weekend,6,348,8,43.5,126,15.75,7.716666666666667,16.248333333333335,0.3620689655172414,4.633333333333334,10.583333333333334,0.11545263577412632,3.083333333333333,348,221,8,1.5746606334841629,false,62
101,Queens,Glen Oaks,Weekend,0,133,8,16.625,48,6.0,7.45,16.96,0.3609022556390977,4.833333333333333,10.8,0.12398178784175715,2.616666666666667,133,203,8,0.6551724137931034,false,63
201,Queens,Rockaway Park,Weekend,22,194,8,24.25,70,8.75,8.233333333333334,17.028333333333336,0.36082474226804123,4.966666666666667,11.65,0.14563746000492248,3.2666666666666675,194,210,8,0.9238095238095239,false,64
124,Queens,Howard Beach,Weekend,22,463,8,57.875,167,20.875,8.35,17.176666666666666,0.36069114470842334,4.966666666666667,11.65,0.14563746000492248,3.383333333333333,463,341,8,1.3577712609970674,false,65
117,Queens,Hammels/Arverne,Weekend,13,514,8,64.25,185,23.125,7.308333333333334,16.686666666666664,0.35992217898832685,4.383333333333334,9.633333333333333,0.0903739910730274,2.925,514,404,8,1.2722772277227723,false,66
93,Queens,Flushing Meadows-Corona Park,Weekend,21,406,8,50.75,146,18.25,7.775,21.4,0.35960591133004927,4.5,10.683333333333334,0.11742836553102828,3.2750000000000004,406,212,8,1.9150943396226414,false,67
5,Staten Island,Arden Heights,Weekday,5,167,22,7.590909090909091,60,2.727272727272727,7.816666666666666,16.343333333333334,0.3592814371257485,4.733333333333333,10.55,0.11488716657294443,3.083333333333333,167,27,22,6.185185185185185,false,68
117,Queens,Hammels/Arverne,Weekend,21,490,8,61.25,176,22.0,7.55,17.455,0.35918367346938773,4.5,10.683333333333334,0.11742836553102828,3.05,490,489,8,1.0020449897750512,false,69
117,Queens,Hammels/Arverne,Weekend,20,518,8,64.75,186,23.25,7.6,16.918333333333337,0.3590733590733591,4.366666666666666,10.183333333333334,0.10420757738252621,3.2333333333333334,518,518,8,1.0,false,70
124,Queens,Howard Beach,Weekend,23,338,8,42.25,121,15.125,8.4,17.055,0.35798816568047337,5.283333333333333,12.25,0.1677525269003699,3.116666666666667,338,306,8,1.1045751633986929,false,71
44,Staten Island,Charleston/Tottenville,Weekend,17,176,8,22.0,63,7.875,7.716666666666667,14.7,0.35795454545454547,4.1,9.216666666666667,0.07874347982951245,3.616666666666667,176,108,8,1.6296296296296295,false,72
93,Queens,Flushing Meadows-Corona Park,Weekday,21,1960,22,89.0909090909091,701,31.863636363636363,8.05,18.21000000000001,0.3576530612244898,4.0,9.65,0.09069898848801876,4.050000000000001,1960,387,22,5.064599483204135,false,73
15,Queens,Bay Terrace/Fort Totten,Weekend,22,171,8,21.375,61,7.625,8.05,15.883333333333333,0.3567251461988304,4.966666666666667,11.65,0.14563746000492248,3.083333333333334,171,191,8,0.8952879581151832,false,74
192,Queens,Queensboro Hill,Weekend,22,469,8,58.625,167,20.875,7.316666666666666,21.569999999999997,0.35607675906183367,4.966666666666667,11.65,0.14563746000492248,2.3499999999999996,469,384,8,1.2213541666666667,false,75
201,Queens,Rockaway Park,Weekend,20,208,8,26.0,74,9.25,7.625,19.673333333333336,0.3557692307692308,4.366666666666666,10.183333333333334,0.10420757738252621,3.2583333333333337,208,201,8,1.0348258706467661,false,76
64,Queens,Douglaston,Weekend,20,184,8,23.0,65,8.125,7.55,16.765000000000008,0.3532608695652174,4.366666666666666,10.183333333333334,0.10420757738252621,3.1833333333333336,184,148,8,1.2432432432432432,false,77
201,Queens,Rockaway Park,Weekday,5,204,22,9.272727272727273,72,3.272727272727273,7.433333333333334,18.696666666666665,0.35294117647058826,4.733333333333333,10.55,0.11488716657294443,2.7,204,74,22,2.7567567567567566,false,78
64,Queens,Douglaston,Weekend,23,136,8,17.0,48,6.0,8.216666666666665,16.183333333333334,0.35294117647058826,5.283333333333333,12.25,0.1677525269003699,2.933333333333332,136,124,8,1.096774193548387,false,79
19,Queens,Bellerose,Weekday,3,134,22,6.090909090909091,47,2.1363636363636362,8.025,14.855,0.35074626865671643,4.666666666666667,10.816666666666666,0.12186100419248215,3.3583333333333334,134,131,22,1.0229007633587786,false,80
44,Staten Island,Charleston/Tottenville,Weekend,23,100,8,12.5,35,4.375,7.074999999999999,21.276666666666667,0.35,5.283333333333333,12.25,0.1677525269003699,1.791666666666666,100,88,8,1.1363636363636365,false,81
81,Bronx,Eastchester,Weekend,6,518,8,64.75,181,22.625,7.941666666666666,16.478333333333335,0.34942084942084944,4.633333333333334,10.583333333333334,0.11545263577412632,3.3083333333333327,518,249,8,2.0803212851405624,false,82
118,Staten Island,Heartland Village/Todt Hill,Weekday,0,218,22,9.909090909090908,76,3.4545454545454546,7.533333333333333,15.888333333333334,0.3486238532110092,4.0,10.083333333333334,0.10177437556229296,3.533333333333333,208,288,21,0.7222222222222222,false,83
23,Staten Island,Bloomfield/Emerson Hill,Weekend,22,368,8,46.0,128,16.0,7.816666666666666,16.708333333333336,0.34782608695652173,4.966666666666667,11.65,0.14563746000492248,2.8499999999999996,368,326,8,1.1288343558282208,false,84
201,Queens,Rockaway Park,Weekend,11,176,8,22.0,61,7.625,7.016666666666667,15.108333333333334,0.3465909090909091,3.966666666666667,8.633333333333333,0.06619892665727876,3.05,176,149,8,1.1812080536912752,false,85
84,Staten Island,Eltingville/Annadale/Prince's Bay,Weekend,23,125,8,15.625,43,5.375,7.45,17.556666666666665,0.344,5.283333333333333,12.25,0.1677525269003699,2.166666666666667,125,92,8,1.358695652173913,false,86
118,Staten Island,Heartland Village/Todt Hill,Weekend,22,259,8,32.375,89,11.125,7.433333333333334,18.723333333333336,0.3436293436293436,4.966666666666667,11.65,0.14563746000492248,2.466666666666667,259,174,8,1.4885057471264367,false,87
118,Staten Island,Heartland Village/Todt Hill,Weekend,0,175,8,21.875,60,7.5,7.866666666666666,17.343333333333334,0.34285714285714286,4.833333333333333,10.8,0.12398178784175715,3.033333333333333,175,205,8,0.8536585365853658,false,88
195,Brooklyn,Red Hook,Weekend,23,715,8,89.375,245,30.625,7.733333333333333,16.05,0.34265734265734266,5.283333333333333,12.25,0.1677525269003699,2.45,715,414,8,1.7270531400966183,false,89
46,Bronx,City Island,Weekday,14,117,22,5.318181818181818,40,1.8181818181818181,7.866666666666666,16.053333333333335,0.3418803418803419,3.933333333333333,8.916666666666666,0.07243988855829954,3.933333333333333,117,138,22,0.8478260869565217,false,90
86,Queens,Far Rockaway,Weekend,22,561,8,70.125,191,23.875,7.733333333333333,16.783333333333335,0.3404634581105169,4.966666666666667,11.65,0.14563746000492248,2.7666666666666666,561,603,8,0.9303482587064676,false,91
15,Queens,Bay Terrace/Fort Totten,Weekend,23,141,8,17.625,48,6.0,7.416666666666667,15.05,0.3404255319148936,5.283333333333333,12.25,0.1677525269003699,2.1333333333333337,141,185,8,0.7621621621621621,false,92
206,Staten Island,Saint George/New Brighton,Weekend,23,459,8,57.375,156,19.5,7.75,17.439999999999998,0.33986928104575165,5.283333333333333,12.25,0.1677525269003699,2.466666666666667,459,561,8,0.8181818181818182,false,93
172,Staten Island,New Dorp/Midland Beach,Weekend,0,153,8,19.125,52,6.5,8.05,16.56,0.33986928104575165,4.833333333333333,10.8,0.12398178784175715,3.2166666666666677,153,118,8,1.2966101694915255,false,94
86,Queens,Far Rockaway,Weekend,6,409,8,51.125,139,17.375,7.4,15.083333333333334,0.33985330073349634,4.633333333333334,10.583333333333334,0.11545263577412632,2.7666666666666666,409,211,8,1.938388625592417,false,95
53,Queens,College Point,Weekend,23,462,8,57.75,157,19.625,7.708333333333334,16.810000000000002,0.3398268398268398,5.283333333333333,12.25,0.1677525269003699,2.4250000000000007,462,571,8,0.809106830122592,false,96
44,Staten Island,Charleston/Tottenville,Weekend,21,115,8,14.375,39,4.875,7.7,16.753333333333334,0.3391304347826087,4.5,10.683333333333334,0.11742836553102828,3.2,115,117,8,0.9829059829059829,false,97
44,Staten Island,Charleston/Tottenville,Weekend,0,127,8,15.875,43,5.375,7.466666666666667,18.92666666666667,0.33858267716535434,4.833333333333333,10.8,0.12398178784175715,2.6333333333333337,127,108,8,1.1759259259259258,false,98
201,Queens,Rockaway Park,Weekend,21,190,8,23.75,64,8.0,7.883333333333333,15.703333333333331,0.3368421052631579,4.5,10.683333333333334,0.11742836553102828,3.383333333333333,190,179,8,1.0614525139664805,false,99
203,Queens,Rosedale,Weekday,3,392,22,17.818181818181817,132,6.0,7.708333333333334,16.57166666666667,0.336734693877551,4.666666666666667,10.816666666666666,0.12186100419248215,3.041666666666667,392,300,22,1.3066666666666666,false,100
