location_id,borough,zone,day_type,request_hour,n,calendar_occurrences,requests_per_occurrence,over_10_count,over_10_per_occurrence,median_wait_min,p90_wait_min,share_over_10,city_median_wait_min,city_p90_wait_min,city_share_over_10,median_excess_min,supply_metric_requests,prior_hour_dropoffs,supply_hours_observed,local_pressure,is_airport,demand_decile
112,Brooklyn,Greenpoint,Weekend,17,4433,8,554.125,149,18.625,3.5,7.230000000000003,0.033611549740581996,4.1,9.216666666666667,0.07874347982951245,-0.5999999999999996,4433,4199,8,1.0557275541795665,false,10
231,Manhattan,TriBeCa/Civic Center,Weekday,21,12113,22,550.5909090909091,392,17.818181818181817,3.45,6.763333333333351,0.03236192520432593,4.0,9.65,0.09069898848801876,-0.5499999999999998,12113,8702,22,1.3919788554355321,false,10
162,Manhattan,Midtown East,Weekday,21,12085,22,549.3181818181819,650,29.545454545454547,3.933333333333333,8.233333333333333,0.05378568473314026,4.0,9.65,0.09069898848801876,-0.06666666666666687,12085,4445,22,2.718785151856018,false,10
79,Manhattan,East Village,Weekend,18,4365,8,545.625,65,8.125,3.066666666666667,6.35,0.014891179839633447,4.066666666666666,9.2,0.07939565130134463,-0.9999999999999996,4365,3905,8,1.117797695262484,false,10
79,Manhattan,East Village,Weekday,23,11943,22,542.8636363636364,705,32.04545454545455,3.7333333333333334,8.266666666666667,0.059030394373273044,4.3,10.3,0.1080249373933054,-0.5666666666666664,11943,11238,22,1.062733582487987,false,10
79,Manhattan,East Village,Weekday,21,11924,22,542.0,319,14.5,2.9833333333333334,6.5,0.026752767527675275,4.0,9.65,0.09069898848801876,-1.0166666666666666,11924,11872,22,1.0043800539083558,false,10
112,Brooklyn,Greenpoint,Weekend,21,4328,8,541.0,213,26.625,3.8,8.033333333333333,0.04921441774491682,4.5,10.683333333333334,0.11742836553102828,-0.7000000000000002,4328,4563,8,0.9484987946526408,false,10
231,Manhattan,TriBeCa/Civic Center,Weekday,20,11865,22,539.3181818181819,193,8.772727272727273,2.9833333333333334,5.95,0.016266329540665824,3.6166666666666667,8.516666666666667,0.06397281094931385,-0.6333333333333333,11865,8944,22,1.326587656529517,false,10
37,Brooklyn,Bushwick South,Weekend,20,4284,8,535.5,294,36.75,3.95,8.85,0.06862745098039216,4.366666666666666,10.183333333333334,0.10420757738252621,-0.4166666666666661,4284,4451,8,0.9624803414962929,false,10
255,Brooklyn,Williamsburg (North Side),Weekend,16,4280,8,535.0,263,32.875,3.8333333333333335,8.55,0.06144859813084112,4.016666666666667,9.066666666666666,0.07574087796968718,-0.18333333333333313,4280,4427,8,0.9667946690761238,false,10
181,Brooklyn,Park Slope,Weekend,18,4279,8,534.875,131,16.375,3.4833333333333334,7.0,0.03061462958635195,4.066666666666666,9.2,0.07939565130134463,-0.583333333333333,4279,4018,8,1.0649576903932305,false,10
112,Brooklyn,Greenpoint,Weekend,22,4239,8,529.875,511,63.875,4.95,10.65333333333334,0.12054729889124793,4.966666666666667,11.65,0.14563746000492248,-0.016666666666666607,4239,4310,8,0.9835266821345707,false,10
112,Brooklyn,Greenpoint,Weekend,16,4233,8,529.125,199,24.875,3.5166666666666666,7.983333333333333,0.0470115757146232,4.016666666666667,9.066666666666666,0.07574087796968718,-0.5,4233,4070,8,1.04004914004914,false,10
36,Brooklyn,Bushwick North,Weekend,22,4229,8,528.625,437,54.625,4.6,10.116666666666667,0.10333412154173563,4.966666666666667,11.65,0.14563746000492248,-0.36666666666666714,4229,3764,8,1.123538788522848,false,10
249,Manhattan,West Village,Weekend,20,4227,8,528.375,71,8.875,2.9833333333333334,6.233333333333333,0.016796782588123966,4.366666666666666,10.183333333333334,0.10420757738252621,-1.3833333333333329,4227,4225,8,1.000473372781065,false,10
231,Manhattan,TriBeCa/Civic Center,Weekday,19,11620,22,528.1818181818181,144,6.545454545454546,2.9833333333333334,5.866666666666666,0.012392426850258176,3.4833333333333334,8.0,0.05254564746723257,-0.5,11620,10011,22,1.1607232044750775,false,10
246,Manhattan,West Chelsea/Hudson Yards,Weekday,19,11525,22,523.8636363636364,298,13.545454545454545,3.183333333333333,6.876666666666673,0.025856832971800435,3.4833333333333334,8.0,0.05254564746723257,-0.30000000000000027,11525,10658,22,1.081347344717583,false,10
181,Brooklyn,Park Slope,Weekend,17,4172,8,521.5,236,29.5,3.6,8.065000000000001,0.05656759348034516,4.1,9.216666666666667,0.07874347982951245,-0.49999999999999956,4172,3730,8,1.1184986595174262,false,10
231,Manhattan,TriBeCa/Civic Center,Weekday,22,11338,22,515.3636363636364,356,16.181818181818183,3.5,7.088333333333351,0.03139883577350503,4.316666666666666,10.283333333333333,0.10747069193979303,-0.8166666666666664,11338,7805,22,1.4526585522101216,false,10
161,Manhattan,Midtown Center,Weekday,23,11172,22,507.8181818181818,635,28.863636363636363,3.716666666666667,8.133333333333333,0.056838524883637664,4.3,10.3,0.1080249373933054,-0.583333333333333,11172,4070,22,2.744963144963145,false,10
148,Manhattan,Lower East Side,Weekend,20,4056,8,507.0,185,23.125,3.4,7.808333333333334,0.04561143984220907,4.366666666666666,10.183333333333334,0.10420757738252621,-0.9666666666666663,4056,4004,8,1.0129870129870129,false,10
230,Manhattan,Times Sq/Theatre District,Weekday,23,11147,22,506.6818181818182,1131,51.40909090909091,4.283333333333333,10.033333333333333,0.10146227684578811,4.3,10.3,0.1080249373933054,-0.016666666666666607,11147,7616,22,1.4636292016806722,false,10
48,Manhattan,Clinton East,Weekend,0,4051,8,506.375,343,42.875,4.4,9.416666666666666,0.08467045174031103,4.833333333333333,10.8,0.12398178784175715,-0.4333333333333327,4051,3136,8,1.2917729591836735,false,10
231,Manhattan,TriBeCa/Civic Center,Weekday,18,11135,22,506.1363636363636,297,13.5,3.316666666666667,6.883333333333334,0.026672653794342166,3.6333333333333333,8.183333333333334,0.05386722498473349,-0.31666666666666643,11135,7879,22,1.4132504124888945,false,10
231,Manhattan,TriBeCa/Civic Center,Weekend,19,4042,8,505.25,100,12.5,3.45,6.8483333333333345,0.024740227610094014,4.3,10.0,0.09964006490632837,-0.8499999999999996,4042,3464,8,1.1668591224018476,false,10
234,Manhattan,Union Sq,Weekday,19,11111,22,505.04545454545456,150,6.818181818181818,2.8,5.866666666666666,0.013500135001350014,3.4833333333333334,8.0,0.05254564746723257,-0.6833333333333336,11111,9829,22,1.1304303591413165,false,10
255,Brooklyn,Williamsburg (North Side),Weekend,15,4032,8,504.0,261,32.625,3.8,8.630000000000003,0.06473214285714286,4.15,9.133333333333333,0.07782127108393573,-0.35000000000000053,4032,4155,8,0.9703971119133574,false,10
234,Manhattan,Union Sq,Weekday,18,11086,22,503.90909090909093,274,12.454545454545455,3.2333333333333334,6.683333333333334,0.024715857838715497,3.6333333333333333,8.183333333333334,0.05386722498473349,-0.3999999999999999,11086,8364,22,1.3254423720707795,false,10
161,Manhattan,Midtown Center,Weekday,16,11067,22,503.04545454545456,376,17.09090909090909,3.1,7.05,0.03397488027469052,3.7666666666666666,8.533333333333333,0.06292970908776607,-0.6666666666666665,11067,7443,22,1.4869004433696091,false,10
112,Brooklyn,Greenpoint,Weekend,15,4013,8,501.625,170,21.25,3.5833333333333335,7.596666666666669,0.0423623224520309,4.15,9.133333333333333,0.07782127108393573,-0.5666666666666669,4013,4145,8,0.9681544028950543,false,10
163,Manhattan,Midtown North,Weekday,20,11033,22,501.5,303,13.772727272727273,3.2,6.6300000000000185,0.027463065349406325,3.6166666666666667,8.516666666666667,0.06397281094931385,-0.4166666666666665,11033,6484,22,1.7015731030228254,false,10
148,Manhattan,Lower East Side,Weekday,22,10954,22,497.90909090909093,643,29.227272727272727,3.6666666666666665,8.316666666666666,0.05870001825817053,4.316666666666666,10.283333333333333,0.10747069193979303,-0.6499999999999999,10954,8251,22,1.327596654950915,false,10
256,Brooklyn,Williamsburg (South Side),Weekend,21,3971,8,496.375,278,34.75,4.183333333333334,8.75,0.0700075547720977,4.5,10.683333333333334,0.11742836553102828,-0.31666666666666643,3971,4193,8,0.9470546148342476,false,10
61,Brooklyn,Crown Heights North,Weekend,1,3954,8,494.25,247,30.875,3.8,8.55,0.06246838644410723,4.466666666666667,10.033333333333333,0.10095353961802017,-0.666666666666667,3954,6910,8,0.5722141823444283,false,10
148,Manhattan,Lower East Side,Weekday,23,10868,22,494.0,774,35.18181818181818,3.933333333333333,9.016666666666667,0.07121825542878174,4.3,10.3,0.1080249373933054,-0.3666666666666667,10868,8023,22,1.3546055091611617,false,10
181,Brooklyn,Park Slope,Weekend,19,3947,8,493.375,132,16.5,3.533333333333333,7.15,0.03344312135799341,4.3,10.0,0.09964006490632837,-0.7666666666666666,3947,3988,8,0.9897191574724172,false,10
61,Brooklyn,Crown Heights North,Weekday,22,10850,22,493.1818181818182,775,35.22727272727273,3.816666666666667,9.0,0.07142857142857142,4.316666666666666,10.283333333333333,0.10747069193979303,-0.49999999999999956,10850,12648,22,0.8578431372549019,false,10
112,Brooklyn,Greenpoint,Weekend,14,3932,8,491.5,218,27.25,3.7,8.15,0.055442522889114956,4.416666666666667,9.75,0.09279814435838042,-0.7166666666666668,3932,3841,8,1.0236917469409008,false,10
255,Brooklyn,Williamsburg (North Side),Weekday,22,10786,22,490.27272727272725,703,31.954545454545453,3.716666666666667,8.4,0.06517708140181717,4.316666666666666,10.283333333333333,0.10747069193979303,-0.5999999999999996,10786,8547,22,1.261963261963262,false,10
181,Brooklyn,Park Slope,Weekend,20,3922,8,490.25,203,25.375,4.0,8.15,0.05175930647628761,4.366666666666666,10.183333333333334,0.10420757738252621,-0.36666666666666625,3922,4330,8,0.9057736720554272,false,10
249,Manhattan,West Village,Weekday,22,10761,22,489.1363636363636,743,33.77272727272727,4.216666666666667,8.8,0.06904562772976489,4.316666666666666,10.283333333333333,0.10747069193979303,-0.09999999999999964,10761,8635,22,1.2462072958888246,false,10
112,Brooklyn,Greenpoint,Weekend,13,3908,8,488.5,174,21.75,3.716666666666667,7.733333333333334,0.04452405322415558,4.383333333333334,9.633333333333333,0.0903739910730274,-0.666666666666667,3908,3730,8,1.0477211796246648,false,10
79,Manhattan,East Village,Weekend,17,3898,8,487.25,143,17.875,3.4,7.321666666666669,0.03668547973319651,4.1,9.216666666666667,0.07874347982951245,-0.6999999999999997,3898,3332,8,1.1698679471788715,false,10
249,Manhattan,West Village,Weekend,23,3894,8,486.75,334,41.75,4.733333333333333,9.616666666666667,0.08577298407806883,5.283333333333333,12.25,0.1677525269003699,-0.5499999999999998,3894,3002,8,1.297135243171219,false,10
76,Brooklyn,East New York,Weekday,17,10703,22,486.5,536,24.363636363636363,3.683333333333333,7.966666666666667,0.05007941698589181,3.8333333333333335,8.566666666666666,0.0635390981593203,-0.15000000000000036,10703,10269,22,1.0422631220177232,false,10
256,Brooklyn,Williamsburg (South Side),Weekend,20,3889,8,486.125,182,22.75,3.7,7.786666666666671,0.046798662895345844,4.366666666666666,10.183333333333334,0.10420757738252621,-0.6666666666666661,3889,3959,8,0.9823187673654964,false,10
68,Manhattan,East Chelsea,Weekday,21,10694,22,486.09090909090907,715,32.5,3.8666666666666667,8.733333333333333,0.0668599214512811,4.0,9.65,0.09069898848801876,-0.1333333333333333,10694,7504,22,1.4251066098081024,false,10
37,Brooklyn,Bushwick South,Weekend,19,3872,8,484.0,260,32.5,3.85,8.883333333333333,0.06714876033057851,4.3,10.0,0.09964006490632837,-0.44999999999999973,3872,4237,8,0.9138541420816616,false,10
79,Manhattan,East Village,Weekday,20,10633,22,483.3181818181818,114,5.181818181818182,2.65,5.7,0.010721339226935014,3.6166666666666667,8.516666666666667,0.06397281094931385,-0.9666666666666668,10633,11794,22,0.901560115312871,false,10
7,Queens,Astoria,Weekend,0,3851,8,481.375,285,35.625,4.266666666666667,8.966666666666667,0.07400675149311867,4.833333333333333,10.8,0.12398178784175715,-0.5666666666666664,3851,4569,8,0.8428540161961042,false,10
231,Manhattan,TriBeCa/Civic Center,Weekend,18,3844,8,480.5,111,13.875,3.466666666666667,6.961666666666671,0.028876170655567118,4.066666666666666,9.2,0.07939565130134463,-0.5999999999999996,3844,3210,8,1.1975077881619938,false,10
76,Brooklyn,East New York,Weekend,15,3830,8,478.75,309,38.625,4.15,9.184999999999999,0.08067885117493473,4.15,9.133333333333333,0.07782127108393573,0.0,3830,3546,8,1.0800902425267906,false,10
231,Manhattan,TriBeCa/Civic Center,Weekend,20,3820,8,477.5,114,14.25,3.566666666666667,7.283333333333333,0.029842931937172777,4.366666666666666,10.183333333333334,0.10420757738252621,-0.7999999999999994,3820,3410,8,1.1202346041055717,false,10
249,Manhattan,West Village,Weekend,19,3816,8,477.0,58,7.25,2.95,6.083333333333333,0.01519916142557652,4.3,10.0,0.09964006490632837,-1.3499999999999996,3816,3927,8,0.9717341482047365,false,10
234,Manhattan,Union Sq,Weekend,22,3816,8,477.0,186,23.25,3.7333333333333334,7.983333333333333,0.04874213836477988,4.966666666666667,11.65,0.14563746000492248,-1.2333333333333334,3816,2789,8,1.3682323413409825,false,10
256,Brooklyn,Williamsburg (South Side),Weekend,19,3812,8,476.5,239,29.875,3.8666666666666667,8.5,0.06269674711437566,4.3,10.0,0.09964006490632837,-0.4333333333333331,3812,3864,8,0.9865424430641822,false,10
7,Queens,Astoria,Weekend,21,3811,8,476.375,206,25.75,3.85,8.283333333333333,0.05405405405405406,4.5,10.683333333333334,0.11742836553102828,-0.6499999999999999,3811,4195,8,0.9084624553039332,false,10
181,Brooklyn,Park Slope,Weekend,14,3807,8,475.875,118,14.75,3.3833333333333333,7.006666666666668,0.030995534541633833,4.416666666666667,9.75,0.09279814435838042,-1.0333333333333337,3807,3573,8,1.0654911838790933,false,10
112,Brooklyn,Greenpoint,Weekend,12,3806,8,475.75,185,23.125,3.95,8.083333333333334,0.04860746190225959,4.2,9.216666666666667,0.07988908812951469,-0.25,3806,3369,8,1.1297120807361234,false,10
