location_id,borough,zone,day_type,request_hour,n,calendar_occurrences,requests_per_occurrence,over_10_count,over_10_per_occurrence,median_wait_min,p90_wait_min,share_over_10,city_median_wait_min,city_p90_wait_min,city_share_over_10,median_excess_min,supply_metric_requests,prior_hour_dropoffs,supply_hours_observed,local_pressure,is_airport,pressure_decile,wait_decile,disagreement_type
203,Queens,Rosedale,Weekend,23,411,8,51.375,152,19.0,8.166666666666666,15.733333333333333,0.36982968369829683,5.283333333333333,12.25,0.1677525269003699,2.883333333333333,411,412,8,0.9975728155339806,false,5,10,"high long-wait share, low-to-mid pressure"
101,Queens,Glen Oaks,Weekend,0,133,8,16.625,48,6.0,7.45,16.96,0.3609022556390977,4.833333333333333,10.8,0.12398178784175715,2.616666666666667,133,203,8,0.6551724137931034,false,2,10,"high long-wait share, low-to-mid pressure"
201,Queens,Rockaway Park,Weekend,22,194,8,24.25,70,8.75,8.233333333333334,17.028333333333336,0.36082474226804123,4.966666666666667,11.65,0.14563746000492248,3.2666666666666675,194,210,8,0.9238095238095239,false,4,10,"high long-wait share, low-to-mid pressure"
117,Queens,Hammels/Arverne,Weekend,21,490,8,61.25,176,22.0,7.55,17.455,0.35918367346938773,4.5,10.683333333333334,0.11742836553102828,3.05,490,489,8,1.0020449897750512,false,5,10,"high long-wait share, low-to-mid pressure"
117,Queens,Hammels/Arverne,Weekend,20,518,8,64.75,186,23.25,7.6,16.918333333333337,0.3590733590733591,4.366666666666666,10.183333333333334,0.10420757738252621,3.2333333333333334,518,518,8,1.0,false,5,10,"high long-wait share, low-to-mid pressure"
15,Queens,Bay Terrace/Fort Totten,Weekend,22,171,8,21.375,61,7.625,8.05,15.883333333333333,0.3567251461988304,4.966666666666667,11.65,0.14563746000492248,3.083333333333334,171,191,8,0.8952879581151832,false,4,10,"high long-wait share, low-to-mid pressure"
201,Queens,Rockaway Park,Weekend,20,208,8,26.0,74,9.25,7.625,19.673333333333336,0.3557692307692308,4.366666666666666,10.183333333333334,0.10420757738252621,3.2583333333333337,208,201,8,1.0348258706467661,false,5,10,"high long-wait share, low-to-mid pressure"
19,Queens,Bellerose,Weekday,3,134,22,6.090909090909091,47,2.1363636363636362,8.025,14.855,0.35074626865671643,4.666666666666667,10.816666666666666,0.12186100419248215,3.3583333333333334,134,131,22,1.0229007633587786,false,5,10,"high long-wait share, low-to-mid pressure"
118,Staten Island,Heartland Village/Todt Hill,Weekday,0,218,22,9.909090909090908,76,3.4545454545454546,7.533333333333333,15.888333333333334,0.3486238532110092,4.0,10.083333333333334,0.10177437556229296,3.533333333333333,208,288,21,0.7222222222222222,false,2,10,"high long-wait share, low-to-mid pressure"
118,Staten Island,Heartland Village/Todt Hill,Weekend,0,175,8,21.875,60,7.5,7.866666666666666,17.343333333333334,0.34285714285714286,4.833333333333333,10.8,0.12398178784175715,3.033333333333333,175,205,8,0.8536585365853658,false,3,10,"high long-wait share, low-to-mid pressure"
46,Bronx,City Island,Weekday,14,117,22,5.318181818181818,40,1.8181818181818181,7.866666666666666,16.053333333333335,0.3418803418803419,3.933333333333333,8.916666666666666,0.07243988855829954,3.933333333333333,117,138,22,0.8478260869565217,false,3,10,"high long-wait share, low-to-mid pressure"
86,Queens,Far Rockaway,Weekend,22,561,8,70.125,191,23.875,7.733333333333333,16.783333333333335,0.3404634581105169,4.966666666666667,11.65,0.14563746000492248,2.7666666666666666,561,603,8,0.9303482587064676,false,4,10,"high long-wait share, low-to-mid pressure"
15,Queens,Bay Terrace/Fort Totten,Weekend,23,141,8,17.625,48,6.0,7.416666666666667,15.05,0.3404255319148936,5.283333333333333,12.25,0.1677525269003699,2.1333333333333337,141,185,8,0.7621621621621621,false,2,10,"high long-wait share, low-to-mid pressure"
206,Staten Island,Saint George/New Brighton,Weekend,23,459,8,57.375,156,19.5,7.75,17.439999999999998,0.33986928104575165,5.283333333333333,12.25,0.1677525269003699,2.466666666666667,459,561,8,0.8181818181818182,false,3,10,"high long-wait share, low-to-mid pressure"
53,Queens,College Point,Weekend,23,462,8,57.75,157,19.625,7.708333333333334,16.810000000000002,0.3398268398268398,5.283333333333333,12.25,0.1677525269003699,2.4250000000000007,462,571,8,0.809106830122592,false,3,10,"high long-wait share, low-to-mid pressure"
44,Staten Island,Charleston/Tottenville,Weekend,21,115,8,14.375,39,4.875,7.7,16.753333333333334,0.3391304347826087,4.5,10.683333333333334,0.11742836553102828,3.2,115,117,8,0.9829059829059829,false,5,10,"high long-wait share, low-to-mid pressure"
98,Queens,Fresh Meadows,Weekday,3,116,22,5.2727272727272725,39,1.7727272727272727,7.3916666666666675,14.833333333333332,0.33620689655172414,4.666666666666667,10.816666666666666,0.12186100419248215,2.7250000000000005,116,134,22,0.8656716417910447,false,3,10,"high long-wait share, low-to-mid pressure"
46,Bronx,City Island,Weekend,15,102,8,12.75,34,4.25,6.883333333333333,15.41,0.3333333333333333,4.15,9.133333333333333,0.07782127108393573,2.7333333333333325,102,178,8,0.5730337078651685,false,1,10,"high long-wait share, low-to-mid pressure"
156,Staten Island,Mariners Harbor,Weekday,2,135,22,6.136363636363637,45,2.0454545454545454,7.15,16.910000000000007,0.3333333333333333,4.166666666666667,9.733333333333333,0.0917155118275068,2.9833333333333334,135,271,22,0.4981549815498155,false,1,10,"high long-wait share, low-to-mid pressure"
109,Staten Island,Great Kills,Weekend,21,172,8,21.5,57,7.125,7.583333333333333,20.24333333333334,0.3313953488372093,4.5,10.683333333333334,0.11742836553102828,3.083333333333333,172,190,8,0.9052631578947369,false,4,10,"high long-wait share, low-to-mid pressure"
109,Staten Island,Great Kills,Weekday,0,157,22,7.136363636363637,52,2.3636363636363638,7.733333333333333,17.156666666666666,0.33121019108280253,4.0,10.083333333333334,0.10177437556229296,3.7333333333333334,155,330,21,0.4696969696969697,false,1,10,"high long-wait share, low-to-mid pressure"
23,Staten Island,Bloomfield/Emerson Hill,Weekend,21,337,8,42.125,110,13.75,7.65,15.583333333333341,0.3264094955489614,4.5,10.683333333333334,0.11742836553102828,3.1500000000000004,337,359,8,0.9387186629526463,false,4,10,"high long-wait share, low-to-mid pressure"
172,Staten Island,New Dorp/Midland Beach,Weekday,23,289,22,13.136363636363637,94,4.2727272727272725,7.483333333333333,16.22333333333333,0.32525951557093424,4.3,10.3,0.1080249373933054,3.1833333333333336,289,325,22,0.8892307692307693,false,3,10,"high long-wait share, low-to-mid pressure"
206,Staten Island,Saint George/New Brighton,Weekday,2,286,22,13.0,93,4.2272727272727275,7.341666666666667,15.558333333333334,0.32517482517482516,4.166666666666667,9.733333333333333,0.0917155118275068,3.175,286,501,22,0.5708582834331337,false,1,10,"high long-wait share, low-to-mid pressure"
46,Bronx,City Island,Weekend,18,154,8,19.25,50,6.25,6.791666666666667,17.600000000000005,0.3246753246753247,4.066666666666666,9.2,0.07939565130134463,2.7250000000000005,154,159,8,0.9685534591194969,false,4,10,"high long-wait share, low-to-mid pressure"
183,Bronx,Pelham Bay,Weekend,23,302,8,37.75,98,12.25,7.5,14.625000000000004,0.32450331125827814,5.283333333333333,12.25,0.1677525269003699,2.216666666666667,302,318,8,0.949685534591195,false,4,10,"high long-wait share, low-to-mid pressure"
51,Bronx,Co-Op City,Weekday,3,405,22,18.40909090909091,131,5.954545454545454,7.583333333333333,15.616666666666667,0.3234567901234568,4.666666666666667,10.816666666666666,0.12186100419248215,2.916666666666666,405,434,22,0.9331797235023042,false,4,10,"high long-wait share, low-to-mid pressure"
46,Bronx,City Island,Weekday,15,124,22,5.636363636363637,40,1.8181818181818181,6.35,16.248333333333335,0.3225806451612903,3.816666666666667,8.583333333333334,0.0639323622332819,2.5333333333333328,124,166,22,0.7469879518072289,false,2,10,"high long-wait share, low-to-mid pressure"
46,Bronx,City Island,Weekend,16,122,8,15.25,39,4.875,6.824999999999999,18.53333333333334,0.319672131147541,4.016666666666667,9.066666666666666,0.07574087796968718,2.8083333333333327,122,147,8,0.8299319727891157,false,3,10,"high long-wait share, low-to-mid pressure"
23,Staten Island,Bloomfield/Emerson Hill,Weekday,1,216,22,9.818181818181818,69,3.1363636363636362,6.225,16.225,0.3194444444444444,3.9166666666666665,9.5,0.0863389263499033,2.308333333333333,216,529,22,0.40831758034026466,false,1,10,"high long-wait share, low-to-mid pressure"
187,Staten Island,Port Richmond,Weekend,23,166,8,20.75,53,6.625,7.466666666666667,14.533333333333335,0.3192771084337349,5.283333333333333,12.25,0.1677525269003699,2.1833333333333336,166,196,8,0.8469387755102041,false,3,10,"high long-wait share, low-to-mid pressure"
175,Queens,Oakland Gardens,Weekend,22,160,8,20.0,51,6.375,7.716666666666667,15.366666666666667,0.31875,4.966666666666667,11.65,0.14563746000492248,2.75,160,174,8,0.9195402298850575,false,4,10,"high long-wait share, low-to-mid pressure"
23,Staten Island,Bloomfield/Emerson Hill,Weekend,23,270,8,33.75,86,10.75,7.866666666666666,16.859999999999996,0.31851851851851853,5.283333333333333,12.25,0.1677525269003699,2.583333333333333,270,373,8,0.7238605898123325,false,2,10,"high long-wait share, low-to-mid pressure"
86,Queens,Far Rockaway,Weekday,3,366,22,16.636363636363637,116,5.2727272727272725,6.85,17.183333333333334,0.31693989071038253,4.666666666666667,10.816666666666666,0.12186100419248215,2.1833333333333327,366,469,22,0.7803837953091685,false,3,10,"high long-wait share, low-to-mid pressure"
206,Staten Island,Saint George/New Brighton,Weekend,22,608,8,76.0,192,24.0,7.1,16.03166666666667,0.3157894736842105,4.966666666666667,11.65,0.14563746000492248,2.133333333333333,608,650,8,0.9353846153846154,false,4,10,"high long-wait share, low-to-mid pressure"
176,Staten Island,Oakwood,Weekday,23,146,22,6.636363636363637,46,2.090909090909091,8.083333333333334,15.933333333333334,0.3150684931506849,4.3,10.3,0.1080249373933054,3.783333333333334,146,198,22,0.7373737373737373,false,2,10,"high long-wait share, low-to-mid pressure"
156,Staten Island,Mariners Harbor,Weekend,2,102,8,12.75,32,4.0,7.341666666666667,19.88166666666668,0.3137254901960784,4.666666666666667,10.383333333333333,0.11081332529840253,2.675,102,196,8,0.5204081632653061,false,1,10,"high long-wait share, low-to-mid pressure"
15,Queens,Bay Terrace/Fort Totten,Weekday,0,102,22,4.636363636363637,32,1.4545454545454546,6.966666666666667,16.150000000000002,0.3137254901960784,4.0,10.083333333333334,0.10177437556229296,2.966666666666667,100,354,21,0.2824858757062147,false,1,10,"high long-wait share, low-to-mid pressure"
245,Staten Island,West Brighton,Weekend,22,189,8,23.625,59,7.375,7.833333333333333,17.163333333333334,0.31216931216931215,4.966666666666667,11.65,0.14563746000492248,2.8666666666666663,189,222,8,0.8513513513513513,false,3,10,"high long-wait share, low-to-mid pressure"
115,Staten Island,Grymes Hill/Clifton,Weekend,23,164,8,20.5,51,6.375,6.7,16.720000000000013,0.31097560975609756,5.283333333333333,12.25,0.1677525269003699,1.416666666666667,164,198,8,0.8282828282828283,false,3,10,"high long-wait share, low-to-mid pressure"
172,Staten Island,New Dorp/Midland Beach,Weekday,0,158,22,7.181818181818182,49,2.227272727272727,7.108333333333333,15.588333333333338,0.310126582278481,4.0,10.083333333333334,0.10177437556229296,3.1083333333333334,151,191,20,0.7905759162303665,false,3,10,"high long-wait share, low-to-mid pressure"
86,Queens,Far Rockaway,Weekend,4,171,8,21.375,53,6.625,7.166666666666667,15.166666666666666,0.30994152046783624,5.366666666666666,12.066666666666666,0.1614305787534134,1.8000000000000007,171,267,8,0.6404494382022472,false,2,10,"high long-wait share, low-to-mid pressure"
200,Bronx,Riverdale/North Riverdale/Fieldston,Weekday,1,252,22,11.454545454545455,78,3.5454545454545454,6.558333333333334,15.108333333333334,0.30952380952380953,3.9166666666666665,9.5,0.0863389263499033,2.641666666666667,252,774,22,0.32558139534883723,false,1,10,"high long-wait share, low-to-mid pressure"
208,Bronx,Schuylerville/Edgewater Park,Weekend,22,1165,8,145.625,357,44.625,7.416666666666667,15.390000000000008,0.30643776824034336,4.966666666666667,11.65,0.14563746000492248,2.45,1165,1123,8,1.03739982190561,false,5,10,"high long-wait share, low-to-mid pressure"
23,Staten Island,Bloomfield/Emerson Hill,Weekend,1,141,8,17.625,43,5.375,6.533333333333333,16.016666666666666,0.3049645390070922,4.466666666666667,10.033333333333333,0.10095353961802017,2.0666666666666664,141,306,8,0.46078431372549017,false,1,10,"high long-wait share, low-to-mid pressure"
117,Queens,Hammels/Arverne,Weekend,3,161,8,20.125,49,6.125,7.816666666666666,17.266666666666666,0.30434782608695654,5.016666666666667,11.416666666666666,0.14056691137983332,2.8,161,310,8,0.5193548387096775,false,1,10,"high long-wait share, low-to-mid pressure"
117,Queens,Hammels/Arverne,Weekend,19,503,8,62.875,153,19.125,6.866666666666666,16.58,0.30417495029821073,4.3,10.0,0.09964006490632837,2.5666666666666664,503,525,8,0.9580952380952381,false,4,10,"high long-wait share, low-to-mid pressure"
19,Queens,Bellerose,Weekday,2,102,22,4.636363636363637,31,1.4090909090909092,6.575,14.341666666666667,0.30392156862745096,4.166666666666667,9.733333333333333,0.0917155118275068,2.408333333333333,102,185,22,0.5513513513513514,false,1,10,"high long-wait share, low-to-mid pressure"
115,Staten Island,Grymes Hill/Clifton,Weekend,22,218,8,27.25,66,8.25,7.316666666666666,16.43,0.30275229357798167,4.966666666666667,11.65,0.14563746000492248,2.3499999999999996,218,268,8,0.8134328358208955,false,3,10,"high long-wait share, low-to-mid pressure"
187,Staten Island,Port Richmond,Weekday,1,129,22,5.863636363636363,39,1.7727272727272727,7.033333333333333,16.386666666666667,0.3023255813953488,3.9166666666666665,9.5,0.0863389263499033,3.1166666666666667,129,281,22,0.45907473309608543,false,1,10,"high long-wait share, low-to-mid pressure"
46,Bronx,City Island,Weekday,20,235,22,10.681818181818182,71,3.227272727272727,7.3,15.099999999999998,0.3021276595744681,3.6166666666666667,8.516666666666667,0.06397281094931385,3.683333333333333,235,328,22,0.7164634146341463,false,2,10,"high long-wait share, low-to-mid pressure"
221,Staten Island,Stapleton,Weekday,2,169,22,7.681818181818182,51,2.3181818181818183,6.816666666666666,16.140000000000008,0.30177514792899407,4.166666666666667,9.733333333333333,0.0917155118275068,2.6499999999999995,169,270,21,0.6259259259259259,false,2,10,"high long-wait share, low-to-mid pressure"
53,Queens,College Point,Weekend,22,369,8,46.125,111,13.875,6.683333333333334,15.479999999999999,0.3008130081300813,4.966666666666667,11.65,0.14563746000492248,1.7166666666666668,369,483,8,0.7639751552795031,false,2,10,"high long-wait share, low-to-mid pressure"
6,Staten Island,Arrochar/Fort Wadsworth,Weekend,22,121,8,15.125,36,4.5,6.533333333333333,15.35,0.2975206611570248,4.966666666666667,11.65,0.14563746000492248,1.5666666666666664,121,149,8,0.8120805369127517,false,3,10,"high long-wait share, low-to-mid pressure"
44,Staten Island,Charleston/Tottenville,Weekday,23,212,22,9.636363636363637,63,2.8636363636363638,7.05,16.488333333333337,0.2971698113207547,4.3,10.3,0.1080249373933054,2.75,212,239,22,0.8870292887029289,false,3,10,"high long-wait share, low-to-mid pressure"
101,Queens,Glen Oaks,Weekday,0,290,22,13.181818181818182,86,3.909090909090909,7.183333333333334,15.316666666666674,0.296551724137931,4.0,10.083333333333334,0.10177437556229296,3.1833333333333336,272,459,21,0.5925925925925926,false,2,10,"high long-wait share, low-to-mid pressure"
64,Queens,Douglaston,Weekend,0,108,8,13.5,32,4.0,7.091666666666667,14.783333333333331,0.2962962962962963,4.833333333333333,10.8,0.12398178784175715,2.2583333333333337,108,176,8,0.6136363636363636,false,2,10,"high long-wait share, low-to-mid pressure"
5,Staten Island,Arden Heights,Weekday,21,132,22,6.0,39,1.7727272727272727,6.491666666666667,13.631666666666668,0.29545454545454547,4.0,9.65,0.09069898848801876,2.491666666666667,132,265,22,0.4981132075471698,false,1,10,"high long-wait share, low-to-mid pressure"
38,Queens,Cambria Heights,Weekend,23,183,8,22.875,54,6.75,7.033333333333333,15.093333333333335,0.29508196721311475,5.283333333333333,12.25,0.1677525269003699,1.75,183,250,8,0.732,false,2,10,"high long-wait share, low-to-mid pressure"
15,Queens,Bay Terrace/Fort Totten,Weekend,21,221,8,27.625,65,8.125,7.183333333333334,16.833333333333332,0.29411764705882354,4.5,10.683333333333334,0.11742836553102828,2.6833333333333336,221,213,8,1.0375586854460095,false,5,10,"high long-wait share, low-to-mid pressure"
58,Bronx,Country Club,Weekday,22,187,22,8.5,55,2.5,7.116666666666666,14.596666666666668,0.29411764705882354,4.316666666666666,10.283333333333333,0.10747069193979303,2.8,187,272,22,0.6875,false,2,10,"high long-wait share, low-to-mid pressure"
221,Staten Island,Stapleton,Weekday,3,194,22,8.818181818181818,57,2.590909090909091,7.458333333333334,15.883333333333333,0.29381443298969073,4.666666666666667,10.816666666666666,0.12186100419248215,2.791666666666667,194,197,22,0.9847715736040609,false,5,10,"high long-wait share, low-to-mid pressure"
46,Bronx,City Island,Weekday,16,160,22,7.2727272727272725,47,2.1363636363636362,6.841666666666667,16.36333333333333,0.29375,3.7666666666666666,8.533333333333333,0.06292970908776607,3.075,160,235,22,0.6808510638297872,false,2,10,"high long-wait share, low-to-mid pressure"
117,Queens,Hammels/Arverne,Weekend,4,167,8,20.875,49,6.125,7.083333333333333,15.440000000000001,0.2934131736526946,5.366666666666666,12.066666666666666,0.1614305787534134,1.7166666666666668,167,252,8,0.6626984126984127,false,2,10,"high long-wait share, low-to-mid pressure"
83,Queens,Elmhurst/Maspeth,Weekend,3,634,8,79.25,186,23.25,7.041666666666666,15.446666666666669,0.29337539432176657,5.016666666666667,11.416666666666666,0.14056691137983332,2.0249999999999995,634,681,8,0.9309838472834068,false,4,10,"high long-wait share, low-to-mid pressure"
201,Queens,Rockaway Park,Weekend,3,116,8,14.5,34,4.25,7.1,17.616666666666667,0.29310344827586204,5.016666666666667,11.416666666666666,0.14056691137983332,2.083333333333333,116,157,8,0.7388535031847133,false,2,10,"high long-wait share, low-to-mid pressure"
109,Staten Island,Great Kills,Weekday,1,113,22,5.136363636363637,33,1.5,7.833333333333333,16.416666666666664,0.2920353982300885,3.9166666666666665,9.5,0.0863389263499033,3.9166666666666665,113,200,19,0.565,false,1,10,"high long-wait share, low-to-mid pressure"
203,Queens,Rosedale,Weekend,4,209,8,26.125,61,7.625,7.55,15.223333333333334,0.291866028708134,5.366666666666666,12.066666666666666,0.1614305787534134,2.1833333333333336,209,205,8,1.0195121951219512,false,5,10,"high long-wait share, low-to-mid pressure"
118,Staten Island,Heartland Village/Todt Hill,Weekday,23,453,22,20.59090909090909,132,6.0,6.966666666666667,15.393333333333334,0.2913907284768212,4.3,10.3,0.1080249373933054,2.666666666666667,453,442,22,1.0248868778280542,false,5,10,"high long-wait share, low-to-mid pressure"
206,Staten Island,Saint George/New Brighton,Weekend,0,419,8,52.375,122,15.25,7.1,15.88333333333333,0.2911694510739857,4.833333333333333,10.8,0.12398178784175715,2.2666666666666666,419,582,8,0.7199312714776632,false,2,10,"high long-wait share, low-to-mid pressure"
109,Staten Island,Great Kills,Weekend,2,110,8,13.75,32,4.0,7.05,14.676666666666668,0.2909090909090909,4.666666666666667,10.383333333333333,0.11081332529840253,2.383333333333333,110,195,8,0.5641025641025641,false,1,10,"high long-wait share, low-to-mid pressure"
101,Queens,Glen Oaks,Weekday,1,131,22,5.954545454545454,38,1.7272727272727273,7.45,15.683333333333334,0.2900763358778626,3.9166666666666665,9.5,0.0863389263499033,3.5333333333333337,131,265,22,0.49433962264150944,false,1,10,"high long-wait share, low-to-mid pressure"
201,Queens,Rockaway Park,Weekend,19,197,8,24.625,57,7.125,6.15,15.66,0.2893401015228426,4.3,10.0,0.09964006490632837,1.8500000000000005,197,196,8,1.0051020408163265,false,5,10,"high long-wait share, low-to-mid pressure"
156,Staten Island,Mariners Harbor,Weekend,23,260,8,32.5,75,9.375,6.691666666666666,16.091666666666665,0.28846153846153844,5.283333333333333,12.25,0.1677525269003699,1.4083333333333332,260,320,8,0.8125,false,3,10,"high long-wait share, low-to-mid pressure"
155,Brooklyn,Marine Park/Mill Basin,Weekday,2,223,22,10.136363636363637,64,2.909090909090909,6.55,15.01666666666667,0.28699551569506726,4.166666666666667,9.733333333333333,0.0917155118275068,2.383333333333333,223,515,22,0.4330097087378641,false,1,10,"high long-wait share, low-to-mid pressure"
201,Queens,Rockaway Park,Weekday,0,157,22,7.136363636363637,45,2.0454545454545454,7.15,14.42666666666667,0.28662420382165604,4.0,10.083333333333334,0.10177437556229296,3.1500000000000004,152,353,21,0.43059490084985835,false,1,10,"high long-wait share, low-to-mid pressure"
