location_id,borough,zone,day_type,request_hour,n,calendar_occurrences,requests_per_occurrence,over_10_count,over_10_per_occurrence,median_wait_min,p90_wait_min,share_over_10,city_median_wait_min,city_p90_wait_min,city_share_over_10,median_excess_min,supply_metric_requests,prior_hour_dropoffs,supply_hours_observed,local_pressure,is_airport
132,Queens,JFK Airport,Weekday,12,7918,22,359.90909090909093,994,45.18181818181818,4.55,11.05,0.125536751704976,3.6166666666666667,8.083333333333334,0.05271461059759473,0.9333333333333331,7918,10897,22,0.7266220060567129,true
132,Queens,JFK Airport,Weekday,13,8270,22,375.90909090909093,887,40.31818181818182,3.8666666666666667,10.335000000000008,0.10725513905683193,3.7666666666666666,8.4,0.06083681462951353,0.10000000000000009,8270,12223,22,0.676593307698601,true
132,Queens,JFK Airport,Weekday,14,11587,22,526.6818181818181,1936,88.0,4.816666666666666,12.333333333333334,0.16708380081125399,3.933333333333333,8.916666666666666,0.07243988855829954,0.8833333333333333,11587,13721,22,0.8444719772611325,true
132,Queens,JFK Airport,Weekday,15,13342,22,606.4545454545455,2328,105.81818181818181,4.95,12.416666666666666,0.17448658372058162,3.816666666666667,8.583333333333334,0.0639323622332819,1.1333333333333333,13342,14974,22,0.8910110858821958,true
132,Queens,JFK Airport,Weekday,16,13576,22,617.0909090909091,2098,95.36363636363636,4.916666666666667,11.833333333333334,0.15453741897466117,3.7666666666666666,8.533333333333333,0.06292970908776607,1.1500000000000004,13576,15400,22,0.8815584415584415,true
132,Queens,JFK Airport,Weekday,17,10873,22,494.22727272727275,1305,59.31818181818182,4.266666666666667,10.65,0.12002207302492413,3.8333333333333335,8.566666666666666,0.0635390981593203,0.4333333333333331,10873,14937,22,0.727923947245096,true
132,Queens,JFK Airport,Weekday,18,13079,22,594.5,3110,141.36363636363637,5.883333333333334,14.283333333333333,0.23778576343757168,3.6333333333333333,8.183333333333334,0.05386722498473349,2.2500000000000004,13079,14032,22,0.9320838084378563,true
132,Queens,JFK Airport,Weekday,19,13467,22,612.1363636363636,3352,152.36363636363637,6.266666666666667,13.916666666666666,0.24890473008093858,3.4833333333333334,8.0,0.05254564746723257,2.783333333333333,13467,12921,22,1.0422567912700256,true
132,Queens,JFK Airport,Weekday,20,15208,22,691.2727272727273,4484,203.8181818181818,7.516666666666667,13.916666666666666,0.29484481851657024,3.6166666666666667,8.516666666666667,0.06397281094931385,3.9,15208,9409,22,1.6163247954086513,true
132,Queens,JFK Airport,Weekday,21,17402,22,791.0,5982,271.90909090909093,8.2,15.0,0.34375359154120216,4.0,9.65,0.09069898848801876,4.199999999999999,17402,5765,22,3.0185602775368605,true
132,Queens,JFK Airport,Weekday,22,16631,22,755.9545454545455,5599,254.5,8.166666666666666,15.083333333333334,0.3366604533702123,4.316666666666666,10.283333333333333,0.10747069193979303,3.8499999999999996,16631,4632,22,3.5904576856649397,true
132,Queens,JFK Airport,Weekday,23,15317,22,696.2272727272727,5550,252.27272727272728,8.35,16.7,0.36234249526669715,4.3,10.3,0.1080249373933054,4.05,15317,4418,22,3.4669533725667723,true
132,Queens,JFK Airport,Weekend,0,3809,8,476.125,1566,195.75,8.9,21.74000000000001,0.4111315305854555,4.833333333333333,10.8,0.12398178784175715,4.066666666666667,3809,1226,8,3.106851549755302,true
132,Queens,JFK Airport,Weekend,1,1906,8,238.25,646,80.75,8.033333333333333,19.40833333333333,0.3389296956977964,4.466666666666667,10.033333333333333,0.10095353961802017,3.5666666666666664,1906,687,8,2.7743813682678313,true
132,Queens,JFK Airport,Weekend,2,738,8,92.25,199,24.875,7.725,12.810000000000002,0.2696476964769648,4.666666666666667,10.383333333333333,0.11081332529840253,3.0583333333333327,738,432,8,1.7083333333333333,true
132,Queens,JFK Airport,Weekend,3,433,8,54.125,62,7.75,6.45,11.360000000000003,0.14318706697459585,5.016666666666667,11.416666666666666,0.14056691137983332,1.4333333333333336,433,764,8,0.5667539267015707,true
132,Queens,JFK Airport,Weekend,4,406,8,50.75,30,3.75,4.8,9.433333333333334,0.07389162561576355,5.366666666666666,12.066666666666666,0.1614305787534134,-0.5666666666666664,406,2336,8,0.1738013698630137,true
132,Queens,JFK Airport,Weekend,5,1252,8,156.5,121,15.125,4.45,9.965000000000002,0.09664536741214058,4.85,10.833333333333334,0.12383196890763251,-0.39999999999999947,1252,4686,8,0.26717883055911223,true
132,Queens,JFK Airport,Weekend,6,2437,8,304.625,155,19.375,3.216666666666667,8.333333333333334,0.06360279031596225,4.633333333333334,10.583333333333334,0.11545263577412632,-1.416666666666667,2437,6614,8,0.36846084064106444,true
132,Queens,JFK Airport,Weekend,7,2982,8,372.75,188,23.5,3.3333333333333335,8.766666666666667,0.06304493628437291,4.05,9.066666666666666,0.07534228097389897,-0.7166666666666663,2982,7233,8,0.4122770634591456,true
132,Queens,JFK Airport,Weekend,8,2470,8,308.75,237,29.625,3.9,9.869999999999997,0.09595141700404858,3.783333333333333,8.283333333333333,0.05778555961010838,0.1166666666666667,2470,5389,8,0.4583410651326777,true
132,Queens,JFK Airport,Weekend,9,1806,8,225.75,142,17.75,3.316666666666667,9.166666666666668,0.07862679955703211,3.85,8.35,0.060274067890929324,-0.5333333333333332,1806,4287,8,0.4212736179146256,true
132,Queens,JFK Airport,Weekend,10,2631,8,328.875,334,41.75,4.583333333333333,11.083333333333334,0.12694792854427975,3.8833333333333333,8.383333333333333,0.06003768772484154,0.6999999999999997,2631,4193,8,0.627474362031958,true
132,Queens,JFK Airport,Weekend,11,3452,8,431.5,433,54.125,4.466666666666667,10.715000000000002,0.1254345307068366,3.966666666666667,8.633333333333333,0.06619892665727876,0.5,3452,3487,8,0.9899627186693433,true
132,Queens,JFK Airport,Weekend,12,3208,8,401.0,309,38.625,4.25,9.87166666666667,0.0963216957605985,4.2,9.216666666666667,0.07988908812951469,0.04999999999999982,3208,3926,8,0.8171166581762608,true
132,Queens,JFK Airport,Weekend,13,3644,8,455.5,382,47.75,4.0,10.166666666666666,0.10482985729967069,4.383333333333334,9.633333333333333,0.0903739910730274,-0.38333333333333375,3644,4070,8,0.8953316953316953,true
132,Queens,JFK Airport,Weekend,14,5027,8,628.375,1085,135.625,5.716666666666667,13.756666666666675,0.21583449373383728,4.416666666666667,9.75,0.09279814435838042,1.2999999999999998,5027,4734,8,1.0618926911702578,true
132,Queens,JFK Airport,Weekend,15,4949,8,618.625,943,117.875,5.55,12.866666666666667,0.1905435441503334,4.15,9.133333333333333,0.07782127108393573,1.3999999999999995,4949,5327,8,0.9290407358738502,true
132,Queens,JFK Airport,Weekend,16,5286,8,660.75,1172,146.5,5.483333333333333,13.975,0.22171774498675748,4.016666666666667,9.066666666666666,0.07574087796968718,1.4666666666666668,5286,5438,8,0.9720485472600221,true
132,Queens,JFK Airport,Weekend,17,4661,8,582.625,837,104.625,4.983333333333333,12.9,0.17957519845526712,4.1,9.216666666666667,0.07874347982951245,0.8833333333333337,4661,5528,8,0.8431620839363242,true
132,Queens,JFK Airport,Weekend,18,5199,8,649.875,1755,219.375,6.933333333333334,18.9,0.33756491633006347,4.066666666666666,9.2,0.07939565130134463,2.866666666666667,5199,5401,8,0.9625995186076652,true
132,Queens,JFK Airport,Weekend,19,5654,8,706.75,1717,214.625,7.266666666666667,16.40666666666666,0.30367881146091263,4.3,10.0,0.09964006490632837,2.966666666666667,5654,4639,8,1.2187971545591723,true
132,Queens,JFK Airport,Weekend,20,6327,8,790.875,2163,270.375,8.133333333333333,15.023333333333342,0.34186818397344715,4.366666666666666,10.183333333333334,0.10420757738252621,3.7666666666666666,6327,3178,8,1.9908747640025173,true
132,Queens,JFK Airport,Weekend,21,7195,8,899.375,2889,361.125,8.766666666666667,15.460000000000006,0.40152883947185547,4.5,10.683333333333334,0.11742836553102828,4.2666666666666675,7195,2026,8,3.5513326752221124,true
132,Queens,JFK Airport,Weekend,22,6797,8,849.625,2392,299.0,8.416666666666666,14.783333333333333,0.35191996469030457,4.966666666666667,11.65,0.14563746000492248,3.4499999999999993,6797,1605,8,4.234890965732087,true
132,Queens,JFK Airport,Weekend,23,6343,8,792.875,2322,290.25,8.616666666666667,15.35,0.36607283619738296,5.283333333333333,12.25,0.1677525269003699,3.333333333333334,6343,1578,8,4.019645120405577,true
138,Queens,LaGuardia Airport,Weekday,0,13826,22,628.4545454545455,7185,326.59090909090907,10.233333333333333,17.266666666666666,0.5196730797049038,4.0,10.083333333333334,0.10177437556229296,6.2333333333333325,12775,299,21,42.725752508361204,true
138,Queens,LaGuardia Airport,Weekday,1,2940,22,133.63636363636363,1130,51.36363636363637,8.55,13.9,0.3843537414965986,3.9166666666666665,9.5,0.0863389263499033,4.633333333333335,2940,242,22,12.148760330578513,true
138,Queens,LaGuardia Airport,Weekday,2,490,22,22.272727272727273,102,4.636363636363637,6.408333333333333,11.901666666666667,0.20816326530612245,4.166666666666667,9.733333333333333,0.0917155118275068,2.2416666666666663,490,284,21,1.7253521126760563,true
138,Queens,LaGuardia Airport,Weekday,3,397,22,18.045454545454547,29,1.3181818181818181,5.116666666666666,9.186666666666667,0.07304785894206549,4.666666666666667,10.816666666666666,0.12186100419248215,0.4499999999999993,397,1096,22,0.36222627737226276,true
138,Queens,LaGuardia Airport,Weekday,4,247,22,11.227272727272727,8,0.36363636363636365,4.133333333333334,7.966666666666667,0.032388663967611336,5.033333333333333,11.283333333333333,0.13485731819576557,-0.8999999999999995,247,5714,22,0.0432271613580679,true
138,Queens,LaGuardia Airport,Weekday,5,256,22,11.636363636363637,5,0.22727272727272727,3.4916666666666667,6.300000000000001,0.01953125,4.733333333333333,10.55,0.11488716657294443,-1.2416666666666667,256,17247,22,0.014843161129471791,true
138,Queens,LaGuardia Airport,Weekday,6,323,22,14.681818181818182,10,0.45454545454545453,3.316666666666667,6.866666666666666,0.030959752321981424,4.416666666666667,10.1,0.10244755526542718,-1.1,323,24692,22,0.013081159889842865,true
138,Queens,LaGuardia Airport,Weekday,7,4967,22,225.77272727272728,142,6.454545454545454,3.1333333333333333,6.15,0.028588685323132676,4.716666666666667,10.916666666666666,0.12505400636974198,-1.5833333333333335,4967,24287,22,0.2045127022687034,true
138,Queens,LaGuardia Airport,Weekday,8,8560,22,389.09090909090907,270,12.272727272727273,3.433333333333333,6.651666666666673,0.03154205607476635,4.25,9.266666666666667,0.08061026270069631,-0.8166666666666669,8560,20724,22,0.413047674194171,true
138,Queens,LaGuardia Airport,Weekday,9,15103,22,686.5,810,36.81818181818182,4.166666666666667,8.25,0.053631728795603524,3.6333333333333333,7.916666666666667,0.04848680895202782,0.5333333333333337,15103,19326,22,0.7814860809272483,true
138,Queens,LaGuardia Airport,Weekday,10,19082,22,867.3636363636364,1743,79.22727272727273,5.05,9.75,0.09134262655906089,3.45,7.633333333333334,0.04230817137064033,1.5999999999999996,19082,19444,22,0.9813824315984365,true
138,Queens,LaGuardia Airport,Weekday,11,15703,22,713.7727272727273,1088,49.45454545454545,4.35,8.75,0.06928612367063619,3.466666666666667,7.716666666666667,0.045071048693984664,0.8833333333333329,15703,17032,22,0.9219704086425552,true
138,Queens,LaGuardia Airport,Weekday,12,15517,22,705.3181818181819,899,40.86363636363637,4.2,8.2,0.057936456789327836,3.6166666666666667,8.083333333333334,0.05271461059759473,0.5833333333333335,15517,17645,22,0.8793992632473788,true
138,Queens,LaGuardia Airport,Weekday,13,15179,22,689.9545454545455,790,35.90909090909091,4.016666666666667,7.866666666666666,0.05204558930100797,3.7666666666666666,8.4,0.06083681462951353,0.25,15179,19437,22,0.7809332715954108,true
138,Queens,LaGuardia Airport,Weekday,14,20455,22,929.7727272727273,2340,106.36363636363636,5.3,10.433333333333334,0.11439745783427036,3.933333333333333,8.916666666666666,0.07243988855829954,1.3666666666666667,20455,21193,22,0.9651771811447176,true
138,Queens,LaGuardia Airport,Weekday,15,19422,22,882.8181818181819,2041,92.77272727272727,5.066666666666666,10.166666666666666,0.10508701472556894,3.816666666666667,8.583333333333334,0.0639323622332819,1.2499999999999996,19422,20608,22,0.9424495341614907,true
138,Queens,LaGuardia Airport,Weekday,16,17722,22,805.5454545454545,1820,82.72727272727273,4.916666666666667,10.098333333333326,0.10269721250423203,3.7666666666666666,8.533333333333333,0.06292970908776607,1.1500000000000004,17722,19849,22,0.8928409491662048,true
138,Queens,LaGuardia Airport,Weekday,17,19124,22,869.2727272727273,2266,103.0,5.266666666666667,10.566666666666666,0.1184898556787283,3.8333333333333335,8.566666666666666,0.0635390981593203,1.4333333333333331,19124,19436,22,0.9839473142621938,true
138,Queens,LaGuardia Airport,Weekday,18,21566,22,980.2727272727273,4093,186.04545454545453,6.4,12.016666666666667,0.18978948344616525,3.6333333333333333,8.183333333333334,0.05386722498473349,2.766666666666667,21566,18877,22,1.1424484822800234,true
138,Queens,LaGuardia Airport,Weekday,19,20496,22,931.6363636363636,6364,289.27272727272725,7.8,13.733333333333333,0.31049960967993756,3.4833333333333334,8.0,0.05254564746723257,4.316666666666666,20496,15140,22,1.3537648612945838,true
138,Queens,LaGuardia Airport,Weekday,20,21031,22,955.9545454545455,9298,422.6363636363636,9.266666666666667,16.05,0.44210926727212213,3.6166666666666667,8.516666666666667,0.06397281094931385,5.65,21031,7812,22,2.6921402969790065,true
138,Queens,LaGuardia Airport,Weekday,21,23124,22,1051.090909090909,11982,544.6363636363636,10.258333333333333,18.8,0.5181629475869227,4.0,9.65,0.09069898848801876,6.258333333333333,23124,3219,22,7.183597390493942,true
138,Queens,LaGuardia Airport,Weekday,22,19982,22,908.2727272727273,9822,446.45454545454544,9.883333333333333,17.85,0.4915423881493344,4.316666666666666,10.283333333333333,0.10747069193979303,5.566666666666666,19982,1229,22,16.25874694873881,true
138,Queens,LaGuardia Airport,Weekday,23,22997,22,1045.3181818181818,11350,515.9090909090909,9.916666666666666,16.333333333333332,0.49354263599599946,4.3,10.3,0.1080249373933054,5.616666666666666,22997,560,22,41.066071428571426,true
138,Queens,LaGuardia Airport,Weekend,0,2337,8,292.125,910,113.75,8.583333333333334,14.223333333333336,0.3893881044073599,4.833333333333333,10.8,0.12398178784175715,3.750000000000001,2337,94,8,24.861702127659573,true
138,Queens,LaGuardia Airport,Weekend,1,373,8,46.625,99,12.375,6.966666666666667,12.306666666666668,0.26541554959785524,4.466666666666667,10.033333333333333,0.10095353961802017,2.5,373,72,8,5.180555555555555,true
138,Queens,LaGuardia Airport,Weekend,2,102,8,12.75,19,2.375,6.875,11.60666666666667,0.18627450980392157,4.666666666666667,10.383333333333333,0.11081332529840253,2.208333333333333,102,107,8,0.9532710280373832,true
138,Queens,LaGuardia Airport,Weekend,7,525,8,65.625,15,1.875,3.216666666666667,6.160000000000001,0.02857142857142857,4.05,9.066666666666666,0.07534228097389897,-0.833333333333333,525,5784,8,0.09076763485477178,true
138,Queens,LaGuardia Airport,Weekend,8,1652,8,206.5,66,8.25,3.433333333333333,6.75,0.039951573849878935,3.783333333333333,8.283333333333333,0.05778555961010838,-0.3500000000000001,1652,5846,8,0.28258638385220664,true
138,Queens,LaGuardia Airport,Weekend,9,3353,8,419.125,142,17.75,3.9166666666666665,7.613333333333336,0.04235013420817179,3.85,8.35,0.060274067890929324,0.06666666666666643,3353,5566,8,0.602407473948976,true
138,Queens,LaGuardia Airport,Weekend,10,4666,8,583.25,285,35.625,4.55,8.666666666666666,0.061080154307758254,3.8833333333333333,8.383333333333333,0.06003768772484154,0.6666666666666665,4666,5550,8,0.8407207207207207,true
138,Queens,LaGuardia Airport,Weekend,11,4669,8,583.625,208,26.0,4.2,7.85,0.04454915399443136,3.966666666666667,8.633333333333333,0.06619892665727876,0.2333333333333334,4669,5142,8,0.9080124465188643,true
138,Queens,LaGuardia Airport,Weekend,12,4119,8,514.875,181,22.625,4.116666666666666,7.716666666666667,0.04394270453993688,4.2,9.216666666666667,0.07988908812951469,-0.08333333333333393,4119,5557,8,0.7412272809069642,true
138,Queens,LaGuardia Airport,Weekend,13,5406,8,675.75,331,41.375,4.466666666666667,8.416666666666666,0.06122826489086201,4.383333333333334,9.633333333333333,0.0903739910730274,0.08333333333333304,5406,5783,8,0.9348089227044787,true
138,Queens,LaGuardia Airport,Weekend,14,6365,8,795.625,675,84.375,5.133333333333334,10.233333333333333,0.10604870384917518,4.416666666666667,9.75,0.09279814435838042,0.7166666666666668,6365,5848,8,1.088406292749658,true
138,Queens,LaGuardia Airport,Weekend,15,6733,8,841.625,989,123.625,5.85,11.263333333333337,0.1468884598247438,4.15,9.133333333333333,0.07782127108393573,1.6999999999999993,6733,5742,8,1.1725879484500175,true
138,Queens,LaGuardia Airport,Weekend,16,6022,8,752.75,937,117.125,5.683333333333334,11.431666666666676,0.15559614745931585,4.016666666666667,9.066666666666666,0.07574087796968718,1.666666666666667,6022,5373,8,1.120789130839382,true
138,Queens,LaGuardia Airport,Weekend,17,6205,8,775.625,1886,235.75,6.95,16.566666666666666,0.3039484286865431,4.1,9.216666666666667,0.07874347982951245,2.8500000000000005,6205,4660,8,1.3315450643776825,true
138,Queens,LaGuardia Airport,Weekend,18,6226,8,778.25,2304,288.0,8.133333333333333,17.65833333333333,0.37006103437198845,4.066666666666666,9.2,0.07939565130134463,4.066666666666666,6226,3918,8,1.5890760592138846,true
138,Queens,LaGuardia Airport,Weekend,19,6349,8,793.625,2354,294.25,8.416666666666666,14.233333333333333,0.3707670499291227,4.3,10.0,0.09964006490632837,4.116666666666666,6349,3218,8,1.9729645742697328,true
138,Queens,LaGuardia Airport,Weekend,20,6082,8,760.25,2906,363.25,9.683333333333334,18.448333333333345,0.47780335415981584,4.366666666666666,10.183333333333334,0.10420757738252621,5.316666666666667,6082,1942,8,3.131822863027806,true
138,Queens,LaGuardia Airport,Weekend,21,6936,8,867.0,3959,494.875,11.1,22.641666666666666,0.5707900807381776,4.5,10.683333333333334,0.11742836553102828,6.6,6936,982,8,7.063136456211812,true
138,Queens,LaGuardia Airport,Weekend,22,5964,8,745.5,3644,455.5,11.866666666666667,23.883333333333333,0.6109993293091884,4.966666666666667,11.65,0.14563746000492248,6.9,5964,433,8,13.773672055427252,true
138,Queens,LaGuardia Airport,Weekend,23,7562,8,945.25,4378,547.25,11.216666666666667,19.581666666666674,0.5789473684210527,5.283333333333333,12.25,0.1677525269003699,5.933333333333334,7562,206,8,36.70873786407767,true
